experiment,run_id,task_id,seed,rtk_on,factor_key,factor_b_on,factor_b_value,compaction_trigger,pt,gt,success,turns,n_tool_calls,ran_tests,compaction_activated,total_compaction_gt,rtk_supported_calls,rtk_fallback_calls,rtk_fidelity,total_tool_output_tokens,traj_signature,deg_zero_tools,deg_turn1,deg_no_tests,deg_dup_in_cell,degenerate
e1b_rtk_cod,e1b_rtk_cod-repo_task_003-seed52-rtk1-off-standard,repo_task_003,52,1,reasoning,0,standard,,57013.0,3210.0,True,30,30,False,False,0,0,30,-1.0,97,b6c61d7df80b8605,False,False,True,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_003-seed99-rtk0-off-cod,repo_task_003,99,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_003-seed99-rtk0-off-standard,repo_task_003,99,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_003-seed99-rtk1-off-cod,repo_task_003,99,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_003-seed99-rtk1-off-standard,repo_task_003,99,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed07-rtk0-off-cod,repo_task_004,7,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed07-rtk0-off-standard,repo_task_004,7,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed07-rtk1-off-cod,repo_task_004,7,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed07-rtk1-off-standard,repo_task_004,7,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed13-rtk0-off-cod,repo_task_004,13,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed13-rtk0-off-standard,repo_task_004,13,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed13-rtk1-off-cod,repo_task_004,13,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed13-rtk1-off-standard,repo_task_004,13,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed17-rtk0-off-cod,repo_task_004,17,0,reasoning,1,cod,,126.0,25.0,False,1,0,False,False,0,0,0,0.0,0,e3b0c44298fc1c14,True,True,True,False,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed17-rtk0-off-standard,repo_task_004,17,0,reasoning,0,standard,,7596.0,757.0,True,10,9,True,False,0,0,0,0.0,535,7a602b8d6bfa3698,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed17-rtk1-off-cod,repo_task_004,17,1,reasoning,1,cod,,126.0,18.0,False,1,0,False,False,0,0,0,0.0,0,e3b0c44298fc1c14,True,True,True,False,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed17-rtk1-off-standard,repo_task_004,17,1,reasoning,0,standard,,56205.0,2799.0,False,30,30,True,False,0,8,22,-0.4667,601,8ddc9eb7295b1596,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed42-rtk0-off-cod,repo_task_004,42,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed42-rtk0-off-standard,repo_task_004,42,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed42-rtk1-off-cod,repo_task_004,42,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed42-rtk1-off-standard,repo_task_004,42,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed52-rtk0-off-cod,repo_task_004,52,0,reasoning,1,cod,,506.0,225.0,False,2,1,False,False,0,0,0,0.0,43,4f1486a615c5dfda,False,False,True,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed52-rtk0-off-standard,repo_task_004,52,0,reasoning,0,standard,,5812.0,596.0,True,9,8,True,False,0,0,0,0.0,390,575113f69d7073ac,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed52-rtk1-off-cod,repo_task_004,52,1,reasoning,1,cod,,6875.0,1339.0,True,7,6,True,False,0,0,6,-1.0,174,0d6e2b0758b00fb1,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed52-rtk1-off-standard,repo_task_004,52,1,reasoning,0,standard,,11336.0,916.0,True,13,12,True,False,0,3,9,-0.5,448,cc40fc67598a4a1e,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed99-rtk0-off-cod,repo_task_004,99,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed99-rtk0-off-standard,repo_task_004,99,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed99-rtk1-off-cod,repo_task_004,99,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_004-seed99-rtk1-off-standard,repo_task_004,99,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed07-rtk0-off-cod,repo_task_005,7,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed07-rtk0-off-standard,repo_task_005,7,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed07-rtk1-off-cod,repo_task_005,7,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed07-rtk1-off-standard,repo_task_005,7,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed13-rtk0-off-cod,repo_task_005,13,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed13-rtk0-off-standard,repo_task_005,13,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed13-rtk1-off-cod,repo_task_005,13,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed13-rtk1-off-standard,repo_task_005,13,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed17-rtk0-off-cod,repo_task_005,17,0,reasoning,1,cod,,126.0,25.0,False,1,0,False,False,0,0,0,0.0,0,e3b0c44298fc1c14,True,True,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed17-rtk0-off-standard,repo_task_005,17,0,reasoning,0,standard,,3266.0,574.0,True,6,5,True,False,0,0,0,0.0,196,c5f5720b9e10044d,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed17-rtk1-off-cod,repo_task_005,17,1,reasoning,1,cod,,126.0,44.0,False,1,0,False,False,0,0,0,0.0,0,e3b0c44298fc1c14,True,True,True,False,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed17-rtk1-off-standard,repo_task_005,17,1,reasoning,0,standard,,1948.0,300.0,True,5,4,True,False,0,1,3,-0.5,79,8231419814ddc26a,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed42-rtk0-off-cod,repo_task_005,42,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed42-rtk0-off-standard,repo_task_005,42,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed42-rtk1-off-cod,repo_task_005,42,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed42-rtk1-off-standard,repo_task_005,42,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed52-rtk0-off-cod,repo_task_005,52,0,reasoning,1,cod,,126.0,35.0,False,1,0,False,False,0,0,0,0.0,0,e3b0c44298fc1c14,True,True,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed52-rtk0-off-standard,repo_task_005,52,0,reasoning,0,standard,,5759.0,541.0,True,8,7,True,False,0,0,0,0.0,458,a940702cd9c494a1,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed52-rtk1-off-cod,repo_task_005,52,1,reasoning,1,cod,,371.0,156.0,False,2,1,True,False,0,1,0,1.0,43,65b29c099b691b49,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed52-rtk1-off-standard,repo_task_005,52,1,reasoning,0,standard,,6601.0,764.0,True,10,9,True,False,0,3,6,-0.3333,182,5820076466750043,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed99-rtk0-off-cod,repo_task_005,99,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed99-rtk0-off-standard,repo_task_005,99,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed99-rtk1-off-cod,repo_task_005,99,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_005-seed99-rtk1-off-standard,repo_task_005,99,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed07-rtk0-off-cod,repo_task_006,7,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed07-rtk0-off-standard,repo_task_006,7,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed07-rtk1-off-cod,repo_task_006,7,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed07-rtk1-off-standard,repo_task_006,7,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed13-rtk0-off-cod,repo_task_006,13,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed13-rtk0-off-standard,repo_task_006,13,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed13-rtk1-off-cod,repo_task_006,13,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed13-rtk1-off-standard,repo_task_006,13,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed17-rtk0-off-cod,repo_task_006,17,0,reasoning,1,cod,,232331.0,5038.0,False,29,29,True,False,0,0,0,0.0,11569,f22257fcab63ae69,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed17-rtk0-off-standard,repo_task_006,17,0,reasoning,0,standard,,118245.0,4675.0,False,30,30,True,False,0,0,0,0.0,3034,24a2ecca8f3fbc6d,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed17-rtk1-off-cod,repo_task_006,17,1,reasoning,1,cod,,1378.0,463.0,False,4,3,True,False,0,3,0,1.0,121,39421e769f12a712,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed17-rtk1-off-standard,repo_task_006,17,1,reasoning,0,standard,,5789.0,506.0,False,10,9,True,False,0,6,3,0.3333,241,820c278966d693ec,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed42-rtk0-off-cod,repo_task_006,42,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed42-rtk0-off-standard,repo_task_006,42,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed42-rtk1-off-cod,repo_task_006,42,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed42-rtk1-off-standard,repo_task_006,42,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed52-rtk0-off-cod,repo_task_006,52,0,reasoning,1,cod,,3691.0,475.0,True,5,4,True,False,0,0,0,0.0,661,bd8c65be6eab2146,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed52-rtk0-off-standard,repo_task_006,52,0,reasoning,0,standard,,27815.0,1340.0,True,19,18,True,False,0,0,0,0.0,1046,950c2b868f0e0aa7,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed52-rtk1-off-cod,repo_task_006,52,1,reasoning,1,cod,,73344.0,1637.0,False,30,30,True,False,0,0,30,-1.0,3030,3aa6d8edd483aeb8,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed52-rtk1-off-standard,repo_task_006,52,1,reasoning,0,standard,,5731.0,726.0,False,9,8,True,False,0,4,4,0.0,185,f8c372984f58621a,False,False,False,False,False
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed99-rtk0-off-cod,repo_task_006,99,0,reasoning,1,cod,,204.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed99-rtk0-off-standard,repo_task_006,99,0,reasoning,0,standard,,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed99-rtk1-off-cod,repo_task_006,99,1,reasoning,1,cod,,163.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1b_rtk_cod,e1b_rtk_cod-repo_task_006-seed99-rtk1-off-standard,repo_task_006,99,1,reasoning,0,standard,,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed07-rtk0-tau_alt-standard,repo_task_001,7,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed07-rtk1-tau_alt-standard,repo_task_001,7,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed13-rtk0-tau_alt-standard,repo_task_001,13,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed13-rtk1-tau_alt-standard,repo_task_001,13,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed17-rtk0-tau_alt-standard,repo_task_001,17,0,compaction,1,tau_alt,6144,92331.0,5368.0,False,30,30,False,True,2,0,0,0.0,513,539a1681df20425f,False,False,True,False,False
e1_sensitivity,e1_sensitivity-repo_task_001-seed17-rtk1-tau_alt-standard,repo_task_001,17,1,compaction,1,tau_alt,6144,97589.0,7798.0,False,30,30,True,True,4,2,28,-0.8667,2915,2c961822ed6000f8,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_001-seed42-rtk0-tau_alt-standard,repo_task_001,42,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed42-rtk1-tau_alt-standard,repo_task_001,42,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed52-rtk0-tau_alt-standard,repo_task_001,52,0,compaction,1,tau_alt,6144,17463.0,1511.0,True,14,13,True,False,0,0,0,0.0,525,9accc19738057683,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_001-seed52-rtk1-tau_alt-standard,repo_task_001,52,1,compaction,1,tau_alt,6144,1721.0,518.0,True,4,3,False,False,0,0,3,-1.0,60,e3d18bc86b3b2e96,False,False,True,False,False
e1_sensitivity,e1_sensitivity-repo_task_001-seed99-rtk0-tau_alt-standard,repo_task_001,99,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_001-seed99-rtk1-tau_alt-standard,repo_task_001,99,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed07-rtk0-tau_alt-standard,repo_task_002,7,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed07-rtk1-tau_alt-standard,repo_task_002,7,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed13-rtk0-tau_alt-standard,repo_task_002,13,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed13-rtk1-tau_alt-standard,repo_task_002,13,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed17-rtk0-tau_alt-standard,repo_task_002,17,0,compaction,1,tau_alt,6144,3736.0,521.0,False,7,6,True,False,0,0,0,0.0,239,98a0b55c830e36eb,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_002-seed17-rtk1-tau_alt-standard,repo_task_002,17,1,compaction,1,tau_alt,6144,101774.0,13239.0,False,30,30,False,True,2,0,30,-1.0,406,fdce124aa9eafe3a,False,False,True,False,False
e1_sensitivity,e1_sensitivity-repo_task_002-seed42-rtk0-tau_alt-standard,repo_task_002,42,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed42-rtk1-tau_alt-standard,repo_task_002,42,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed52-rtk0-tau_alt-standard,repo_task_002,52,0,compaction,1,tau_alt,6144,5202.0,682.0,False,8,7,True,False,0,0,0,0.0,286,625b06bff1d0c5ac,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_002-seed52-rtk1-tau_alt-standard,repo_task_002,52,1,compaction,1,tau_alt,6144,4509.0,549.0,False,8,7,True,False,0,4,3,0.1429,185,32d5c2b5646ae343,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_002-seed99-rtk0-tau_alt-standard,repo_task_002,99,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_002-seed99-rtk1-tau_alt-standard,repo_task_002,99,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed07-rtk0-tau_alt-standard,repo_task_003,7,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed07-rtk1-tau_alt-standard,repo_task_003,7,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed13-rtk0-tau_alt-standard,repo_task_003,13,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed13-rtk1-tau_alt-standard,repo_task_003,13,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed17-rtk0-tau_alt-standard,repo_task_003,17,0,compaction,1,tau_alt,6144,1607.0,337.0,True,4,3,False,False,0,0,0,0.0,97,65bc4392111685dc,False,False,True,False,False
e1_sensitivity,e1_sensitivity-repo_task_003-seed17-rtk1-tau_alt-standard,repo_task_003,17,1,compaction,1,tau_alt,6144,7643.0,932.0,False,9,8,True,False,0,2,6,-0.5,265,bb77c8ed1ca11761,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_003-seed42-rtk0-tau_alt-standard,repo_task_003,42,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed42-rtk1-tau_alt-standard,repo_task_003,42,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed52-rtk0-tau_alt-standard,repo_task_003,52,0,compaction,1,tau_alt,6144,4220.0,1024.0,False,5,4,True,False,0,0,0,0.0,366,4876fe67b9328360,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_003-seed52-rtk1-tau_alt-standard,repo_task_003,52,1,compaction,1,tau_alt,6144,1607.0,362.0,True,4,3,True,False,0,1,2,-0.3333,61,d44297293ba95836,False,False,False,False,False
e1_sensitivity,e1_sensitivity-repo_task_003-seed99-rtk0-tau_alt-standard,repo_task_003,99,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_003-seed99-rtk1-tau_alt-standard,repo_task_003,99,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed07-rtk0-tau_alt-standard,repo_task_004,7,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed07-rtk1-tau_alt-standard,repo_task_004,7,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed13-rtk0-tau_alt-standard,repo_task_004,13,0,compaction,1,tau_alt,6144,98.0,11.0,True,2,1,False,False,0,0,0,0.0,47,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed13-rtk1-tau_alt-standard,repo_task_004,13,1,compaction,1,tau_alt,6144,57.0,11.0,True,2,1,False,False,0,1,0,1.0,6,7e4836520e065111,False,False,True,True,True
e1_sensitivity,e1_sensitivity-repo_task_004-seed17-rtk0-tau_alt-standard,repo_task_004,17,0,compaction,1,tau_alt,6144,2499.0,811.0,False,4,3,True,False,0,0,0,0.0,22,f0d28976ddaf2e40,False,False,False,False,False
