rtk_on,factor_b_on,n,mean_pt,mean_gt,mean_turns,mean_pt_per_turn,mean_gt_per_turn,success_rate,occ,experiment
0,0,12,61381.666666666664,2356.3333333333335,19.333333333333332,2301.9886363636365,105.0594696969697,0.25,3174.9137931034484,e1_rtk_compaction
0,1,12,36437.583333333336,2955.8333333333335,18.083333333333332,1483.4582671957671,140.51277557319224,0.75,2014.9815668202768,e1_rtk_compaction
1,0,12,56389.25,3328.9166666666665,19.0,2115.025505050505,146.75757575757575,0.3333333333333333,2967.8552631578946,e1_rtk_compaction
1,1,12,34342.666666666664,2005.3333333333333,19.083333333333332,1386.438425925926,103.65925925925926,0.5,1799.6157205240174,e1_rtk_compaction
0,0,36,8192.305555555555,458.4166666666667,5.527777777777778,448.544911468486,39.33954272254711,0.8888888888888888,1482.0251256281406,e1b_rtk_cod
0,1,36,12760.138888888889,334.3611111111111,4.277777777777778,553.0290868454662,29.137707535121326,0.6944444444444444,2982.8896103896104,e1b_rtk_cod
1,0,36,4538.388888888889,334.8333333333333,5.166666666666667,284.93324514991184,30.357959401709405,0.8888888888888888,878.3978494623655,e1b_rtk_cod
1,1,36,6562.694444444444,205.72222222222223,4.5,333.4391534391534,30.44080687830688,0.6944444444444444,1458.3765432098764,e1b_rtk_cod
